,underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,implied_underlying_price_1545,active_underlying_price_1545,implied_volatility_1545,delta_1545,gamma_1545,theta_1545,vega_1545,rho_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code,dte_days,buckets,T,D,F,mid,spread,Ctilde,iv,vega,k,w_base
918,SPY,2023-08-25,SPY,2023-10-20,375.0,C,0.0,0.0,0.0,0.0,0,75,67.69,75,68.68,440.78,440.8,0.0,440.79,0.2489,0.9603,0.002,-0.0221,0.1544,0.5416,75,66.95,75,67.96,440.04,440.07,0.0,94,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,68.185,0.9900000000000091,68.11677363558998,0.2796303050296257,20.719908786418202,-0.16393543724931509,438.03144589070746
920,SPY,2023-08-25,SPY,2023-10-20,380.0,C,58.3,58.3,58.3,58.3,1,75,62.86,75,63.82,440.78,440.8,0.0,440.79,0.2399,0.9531,0.0024,-0.0262,0.1765,0.5443,75,62.12,25,63.14,440.04,440.07,58.3,2392,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,63.34,0.9600000000000009,63.27662157480779,0.2688020337764898,22.95948099369056,-0.15069021049929443,571.9810845265159
922,SPY,2023-08-25,SPY,2023-10-20,385.0,C,0.0,0.0,0.0,0.0,0,75,58.05,75,59.01,440.78,440.8,0.0,440.79,0.231,0.9443,0.0028,-0.0306,0.2015,0.546,75,57.33,75,58.29,440.04,440.07,0.0,2159,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,58.53,0.9600000000000009,58.471434492792866,0.25837422667039134,25.534140115767396,-0.13761812893194164,707.4569351688809
924,SPY,2023-08-25,SPY,2023-10-20,390.0,C,53.75,53.75,53.6,53.6,6,75,53.28,75,54.22,440.78,440.8,0.0,440.79,0.2224,0.9334,0.0034,-0.0356,0.2309,0.5463,75,52.56,75,53.51,440.04,440.07,53.65,8518,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,53.75,0.9399999999999977,53.69621739257845,0.24786724632104942,28.391225711391137,-0.12471472409603375,912.2472808908567
926,SPY,2023-08-25,SPY,2023-10-20,395.0,C,46.22,48.0,46.22,48.0,10,75,48.56,75,49.45,440.78,440.8,0.0,440.79,0.2138,0.9202,0.004,-0.0409,0.2643,0.5448,75,47.85,75,48.77,440.04,440.07,47.214,2671,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,49.005,0.8900000000000006,48.95596527113129,0.2372428053183821,31.550308425111165,-0.11197569831860398,1256.6872386310306
928,SPY,2023-08-25,SPY,2023-10-20,396.0,C,43.14,43.14,43.14,43.14,1,75,47.61,75,48.51,440.78,440.8,0.0,440.79,0.212,0.9174,0.0042,-0.042,0.2712,0.5444,75,46.92,75,47.83,440.04,440.07,43.14,0,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,48.06,0.8999999999999986,48.01191084441526,0.23507823167181216,32.21563671092899,-0.10944725196524537,1281.2928996179742
930,SPY,2023-08-25,SPY,2023-10-20,398.0,C,0.0,0.0,0.0,0.0,0,75,45.74,75,46.64,440.78,440.8,0.0,440.79,0.2088,0.9109,0.0045,-0.0443,0.2865,0.543,75,45.05,75,45.95,440.04,440.07,0.0,0,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,46.19,0.8999999999999986,46.1437819788502,0.2311730982969949,33.67101659171368,-0.10440945793528822,1399.675751011681
932,SPY,2023-08-25,SPY,2023-10-20,400.0,C,43.0,44.32,40.93,44.32,4,75,43.88,75,44.76,440.78,440.8,0.0,440.79,0.2056,0.9039,0.0048,-0.0468,0.3027,0.5412,75,43.2,75,44.08,440.04,440.07,42.975,1803,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,44.32,0.8799999999999955,44.275653113285145,0.22699950903779617,35.13228597650221,-0.09939691611174384,1593.8501006388774
934,SPY,2023-08-25,SPY,2023-10-20,401.0,C,0.0,0.0,0.0,0.0,0,75,42.95,75,43.83,440.78,440.8,0.0,440.79,0.2037,0.9004,0.005,-0.0478,0.3105,0.5403,75,42.27,75,43.15,440.04,440.07,0.0,3,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,43.39,0.8799999999999955,43.346583677469376,0.22495487131551703,35.8929463286055,-0.09690003591315671,1663.615180976457
936,SPY,2023-08-25,SPY,2023-10-20,402.0,C,40.1,40.1,40.1,40.1,2,75,42.03,75,42.89,440.78,440.8,0.0,440.79,0.2029,0.8956,0.0052,-0.0497,0.3209,0.5385,75,41.35,75,42.23,440.04,440.07,40.1,51,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,42.46,0.8599999999999994,42.4175142416536,0.222841442850409,36.65502707510292,-0.09440937460070478,1816.6454973993104
938,SPY,2023-08-25,SPY,2023-10-20,403.0,C,38.66,38.66,38.66,38.66,1,75,41.11,75,41.98,440.78,440.8,0.0,440.79,0.2005,0.8926,0.0053,-0.0503,0.3275,0.5379,75,40.43,75,41.3,440.04,440.07,38.66,0,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,41.545,0.8699999999999974,41.503429796738075,0.22106062393355655,37.49541616566156,-0.09192490127304292,1857.453076279776
940,SPY,2023-08-25,SPY,2023-10-20,404.0,C,0.0,0.0,0.0,0.0,0,75,40.2,75,41.05,440.78,440.8,0.0,440.79,0.199,0.8882,0.0055,-0.0517,0.3366,0.5364,75,39.53,75,40.38,440.04,440.07,0.0,1,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,40.625,0.8499999999999943,40.5843503548558,0.21906641346548733,38.309296585865695,-0.0894465852585758,2031.2833285866307
942,SPY,2023-08-25,SPY,2023-10-20,405.0,C,0.0,0.0,0.0,0.0,0,75,39.28,75,40.13,440.78,440.8,0.0,440.79,0.1973,0.8839,0.0057,-0.0529,0.3454,0.535,75,38.62,75,39.47,440.04,440.07,0.0,585,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,39.705,0.8500000000000014,39.665270912973526,0.21699669242479308,39.12328977312699,-0.08697439611318679,2118.5215261896997
944,SPY,2023-08-25,SPY,2023-10-20,406.0,C,0.0,0.0,0.0,0.0,0,75,38.37,75,39.21,440.78,440.8,0.0,440.79,0.1957,0.8795,0.0059,-0.0542,0.3545,0.5335,75,37.71,75,38.55,440.04,440.07,0.0,9,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,38.79,0.8400000000000034,38.75118646805801,0.21497794699012698,39.96122245233045,-0.08450830361799323,2263.17927988184
946,SPY,2023-08-25,SPY,2023-10-20,407.0,C,0.0,0.0,0.0,0.0,0,75,37.47,75,38.3,440.78,440.8,0.0,440.79,0.1941,0.8747,0.0062,-0.0555,0.364,0.5317,75,36.81,75,37.64,440.04,440.07,0.0,9,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,37.885,0.8299999999999983,37.84709201707599,0.21312606021913708,40.844085600603876,-0.08204827777713083,2421.5986769479805
948,SPY,2023-08-25,SPY,2023-10-20,408.0,C,33.33,36.23,33.33,36.23,2,75,36.56,75,37.39,440.78,440.8,0.0,440.79,0.1926,0.8697,0.0064,-0.0568,0.3738,0.5297,75,35.9,75,36.73,440.04,440.07,34.78,11,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,36.975,0.8299999999999983,36.93800256912722,0.2110678496254577,41.70235258542528,-0.0795942888155642,2524.4392671783044
950,SPY,2023-08-25,SPY,2023-10-20,409.0,C,32.69,32.69,32.69,32.69,1,75,35.69,75,36.48,440.78,440.8,0.0,440.79,0.1912,0.8644,0.0066,-0.0583,0.384,0.5275,75,35.02,75,35.83,440.04,440.07,32.69,42,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,36.084999999999994,0.7899999999999991,36.04889310904545,0.20939872946694146,42.64436675257241,-0.0771463071769241,2913.8631881555953
952,SPY,2023-08-25,SPY,2023-10-20,410.0,C,33.5,35.05,30.66,34.38,98,75,34.77,75,35.57,440.78,440.8,0.0,440.79,0.1894,0.8593,0.0068,-0.0595,0.3936,0.5254,75,34.12,75,34.93,440.04,440.07,33.0974,2466,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,35.17,0.7999999999999972,35.134808664129935,0.2070578720275465,43.478391850425055,-0.07470430352137242,2953.703996717377
954,SPY,2023-08-25,SPY,2023-10-20,411.0,C,0.0,0.0,0.0,0.0,0,75,33.88,75,34.67,440.78,440.8,0.0,440.79,0.1878,0.8537,0.0071,-0.0608,0.4035,0.5231,75,33.24,75,34.03,440.04,440.07,0.0,11,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,34.275000000000006,0.7899999999999991,34.24070420708142,0.20509460684252706,44.39274948970477,-0.07226824872349125,3157.693009542841
956,SPY,2023-08-25,SPY,2023-10-20,412.0,C,0.0,0.0,0.0,0.0,0,75,32.99,75,33.77,440.78,440.8,0.0,440.79,0.1861,0.8481,0.0073,-0.062,0.4134,0.5207,75,32.35,75,33.14,440.04,440.07,0.0,17,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,33.38,0.7800000000000011,33.34659975003291,0.2030416281128534,45.30341655901094,-0.06983811387019942,3373.437790794314
958,SPY,2023-08-25,SPY,2023-10-20,413.0,C,30.37,30.37,30.37,30.37,1,75,32.11,75,32.88,440.78,440.8,0.0,440.79,0.1846,0.8421,0.0076,-0.0633,0.4237,0.5181,75,31.48,75,32.26,440.04,440.07,30.37,15,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,32.495000000000005,0.7700000000000031,32.4624852869179,0.20111644616107463,46.24721768137372,-0.06741387025869312,3607.3623600410665
960,SPY,2023-08-25,SPY,2023-10-20,414.0,C,0.0,0.0,0.0,0.0,0,75,31.23,75,31.99,440.78,440.8,0.0,440.79,0.1829,0.8359,0.0078,-0.0645,0.4341,0.5154,75,30.6,75,31.38,440.04,440.07,0.0,17,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,31.61,0.759999999999998,31.578370823802878,0.19909567220882032,47.18527491714935,-0.06499548939441144,3854.6574948181706
962,SPY,2023-08-25,SPY,2023-10-20,415.0,C,27.61,30.11,27.54,30.11,5,75,30.36,75,31.12,440.78,440.8,0.0,440.79,0.1813,0.8294,0.0081,-0.0659,0.4449,0.5123,75,29.74,75,30.5,440.04,440.07,28.876,9565,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,30.740000000000002,0.7600000000000016,30.709241351588123,0.19729200897394597,48.16787014851337,-0.0625829429890276,4016.8693120568496
964,SPY,2023-08-25,SPY,2023-10-20,416.0,C,27.4,27.4,27.4,27.4,1,75,29.49,75,30.24,440.78,440.8,0.0,440.79,0.1797,0.8228,0.0084,-0.0671,0.4555,0.5092,225,28.88,225,29.63,440.04,440.07,27.4,21,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,29.865,0.75,29.83511688240661,0.19528163280949215,49.125228339724956,-0.06017620295846256,4290.289883431317
966,SPY,2023-08-25,SPY,2023-10-20,417.0,C,27.01,27.01,27.01,27.01,2,150,28.63,150,29.36,440.78,440.8,0.0,440.79,0.1781,0.8157,0.0087,-0.0684,0.4664,0.5057,225,28.03,225,28.76,440.04,440.07,27.01,13,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,28.994999999999997,0.7300000000000004,28.96598741019185,0.19327150702644577,50.090185247403824,-0.05777524142092446,4708.250437453986
968,SPY,2023-08-25,SPY,2023-10-20,418.0,C,27.08,27.08,27.08,27.08,2,150,27.78,150,28.5,440.78,440.8,0.0,440.79,0.1765,0.8084,0.009,-0.0696,0.4772,0.5022,225,27.18,225,27.9,440.04,440.07,27.08,8,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,28.14,0.7199999999999989,28.111842928877348,0.19145268609396088,51.08924369520246,-0.055380030694969544,5034.935997970279
970,SPY,2023-08-25,SPY,2023-10-20,419.0,C,25.14,25.54,24.79,25.11,11,150,26.93,150,27.63,440.78,440.8,0.0,440.79,0.1749,0.8009,0.0092,-0.0708,0.488,0.4985,226,26.35,226,26.94,440.04,440.07,25.1355,3,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,27.28,0.6999999999999993,27.252703450596094,0.18942590257591668,52.062022332952886,-0.05299054329758808,5531.539121218144
972,SPY,2023-08-25,SPY,2023-10-20,420.0,C,25.01,26.75,22.66,25.85,100,27,26.19,151,26.67,440.78,440.8,0.0,440.79,0.1734,0.7929,0.0095,-0.0721,0.499,0.4945,1,25.8,225,26.17,440.04,440.07,25.6128,11305,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,26.43,0.4800000000000004,26.40355396624834,0.18748038833053174,53.04912180331879,-0.05060675194231189,12214.450191420781
974,SPY,2023-08-25,SPY,2023-10-20,421.0,C,23.25,23.25,23.25,23.25,1,156,25.25,450,25.9,440.78,440.8,0.0,440.79,0.1715,0.7852,0.0099,-0.073,0.5095,0.4906,252,24.7,226,25.37,440.04,440.07,23.25,2118,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,25.575,0.6499999999999986,25.549409484933836,0.18532939889104574,54.0105969694007,-0.04822862953734441,6904.484224830885
976,SPY,2023-08-25,SPY,2023-10-20,422.0,C,21.31,21.31,20.68,20.68,4,676,24.42,450,25.05,440.78,440.8,0.0,440.79,0.1698,0.7768,0.0102,-0.0741,0.5206,0.4862,227,23.85,251,24.41,440.04,440.07,20.995,42,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,24.735,0.629999999999999,24.710249994519586,0.1833421024816172,54.993279977274156,-0.045856149183714084,7619.704818994387
978,SPY,2023-08-25,SPY,2023-10-20,423.0,C,0.0,0.0,0.0,0.0,0,791,23.59,450,24.21,440.78,440.8,0.0,440.79,0.1681,0.7682,0.0105,-0.0752,0.5315,0.4816,341,23.03,225,23.57,440.04,440.07,0.0,27,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,23.9,0.620000000000001,23.876085501072087,0.1813261957329574,55.9697145221576,-0.04348928417344787,8149.346887855904
980,SPY,2023-08-25,SPY,2023-10-20,424.0,C,20.3,22.34,19.81,22.34,13,163,22.77,475,23.39,440.78,440.8,0.0,440.79,0.1665,0.759,0.0108,-0.0763,0.5425,0.4767,264,22.27,251,22.75,440.04,440.07,21.01,295,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,23.08,0.620000000000001,23.056905998524844,0.17945317231497493,56.95665320633653,-0.041128007987768146,8439.282894034533
982,SPY,2023-08-25,SPY,2023-10-20,425.0,C,20.98,22.63,18.62,22.02,504,26,22.09,435,22.38,440.78,440.8,0.0,440.79,0.1644,0.7502,0.0112,-0.0769,0.5526,0.4721,213,21.5,190,21.87,440.04,440.07,19.1026,12772,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,22.235,0.28999999999999915,22.212751511143846,0.1770202262341012,57.877128031405604,-0.038772294295309026,39830.70094130483
984,SPY,2023-08-25,SPY,2023-10-20,426.0,C,20.31,21.2,18.82,19.22,186,588,21.17,425,21.6,440.78,440.8,0.0,440.79,0.162,0.7412,0.0116,-0.0774,0.5624,0.4674,98,20.78,120,21.04,440.04,440.07,18.9504,480,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,21.385,0.4299999999999997,21.363602026796094,0.17438786410070728,58.773869408938936,-0.03642211695035539,18682.35654569504
986,SPY,2023-08-25,SPY,2023-10-20,427.0,C,18.65,20.59,18.65,20.59,4,315,20.54,415,20.78,440.78,440.8,0.0,440.79,0.1617,0.7295,0.0119,-0.0792,0.5746,0.4607,114,19.99,99,20.24,440.04,440.07,19.4375,373,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,20.66,0.240000000000002,20.63932746661713,0.17373266089803382,59.83838702357979,-0.03407744999110132,62163.759749716366
988,SPY,2023-08-25,SPY,2023-10-20,428.0,C,18.26,18.26,16.75,16.75,2,215,19.75,250,19.96,440.78,440.8,0.0,440.79,0.1599,0.7192,0.0122,-0.0799,0.5849,0.455,137,19.2,82,19.45,440.04,440.07,17.505,36,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,19.855,0.21000000000000085,19.835132954970142,0.1715837304272829,60.746696233535616,-0.03173826763792904,83677.12252356962
990,SPY,2023-08-25,SPY,2023-10-20,429.0,C,16.81,17.92,16.81,17.92,2,71,18.97,416,19.2,440.78,440.8,0.0,440.79,0.1584,0.7081,0.0126,-0.0808,0.5954,0.4485,150,18.43,151,18.69,440.04,440.07,17.365,124,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,19.085,0.23000000000000043,19.06590342209041,0.16986617607040044,61.66647799014689,-0.02940454429170892,71885.71848221656
992,SPY,2023-08-25,SPY,2023-10-20,430.0,C,17.1,18.66,14.89,17.71,1795,40,18.27,20,18.37,440.78,440.8,0.0,440.79,0.1569,0.6967,0.0129,-0.0816,0.6055,0.442,123,17.77,60,17.88,440.04,440.07,16.6123,16204,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,18.32,0.10000000000000142,18.301668886177435,0.1680759777503181,62.551827239722215,-0.027076254532117736,391273.10910279426
994,SPY,2023-08-25,SPY,2023-10-20,431.0,C,14.44,16.19,14.44,16.19,15,258,17.44,392,17.66,440.78,440.8,0.0,440.79,0.1552,0.6851,0.0133,-0.0822,0.6149,0.4354,178,16.91,150,17.21,440.04,440.07,15.6447,173,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,17.55,0.21999999999999886,17.532439353297708,0.16605230928809833,63.391222050465956,-0.02475337311597812,83025.76514569263
996,SPY,2023-08-25,SPY,2023-10-20,432.0,C,15.17,16.96,13.59,16.6,94,177,16.74,177,16.84,440.78,440.8,0.0,440.79,0.1536,0.6729,0.0136,-0.0828,0.6242,0.4285,127,16.27,178,16.38,440.04,440.07,15.6801,198,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,16.79,0.10000000000000142,16.77319981435148,0.16403097327726612,64.19640054806386,-0.022435874975615548,412117.78433273366
998,SPY,2023-08-25,SPY,2023-10-20,433.0,C,15.26,15.79,12.96,15.79,46,178,16.0,178,16.1,440.78,440.8,0.0,440.79,0.1519,0.6604,0.014,-0.0833,0.6331,0.4212,178,15.53,178,15.64,440.04,440.07,14.5133,696,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,16.05,0.10000000000000142,16.03394026327226,0.16215867187609925,64.9679826025911,-0.020123735217235966,422083.87634504604
1000,SPY,2023-08-25,SPY,2023-10-20,434.0,C,14.62,14.92,12.16,14.92,329,14,15.28,178,15.37,440.78,440.8,0.0,440.79,0.1503,0.6475,0.0143,-0.0837,0.6417,0.4134,179,14.81,179,14.92,440.04,440.07,13.7526,1080,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,15.325,0.08999999999999986,15.309665703093295,0.16034725439183942,65.69430845339701,-0.017816929119321014,532807.6744654423
1002,SPY,2023-08-25,SPY,2023-10-20,435.0,C,14.0,14.89,11.54,14.0,1032,53,14.56,233,14.63,440.78,440.8,0.0,440.79,0.1485,0.6343,0.0147,-0.0838,0.6496,0.4055,180,14.1,180,14.19,440.04,440.07,12.6942,7966,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,14.595,0.07000000000000028,14.58039614594758,0.1582867677380906,66.36034714635575,-0.015515432131041734,898713.4027315938
1004,SPY,2023-08-25,SPY,2023-10-20,436.0,C,13.0,13.81,10.98,13.56,585,15,13.85,180,13.92,440.78,440.8,0.0,440.79,0.1469,0.6204,0.015,-0.084,0.6569,0.3973,180,13.4,180,13.5,440.04,440.07,12.3284,2121,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,13.885,0.07000000000000028,13.871106576668868,0.1563499122976428,66.9720351390311,-0.013219219870691572,915357.8552374655
1006,SPY,2023-08-25,SPY,2023-10-20,437.0,C,12.53,13.4,10.37,12.7,1388,150,13.15,180,13.23,440.78,440.8,0.0,440.79,0.1452,0.6062,0.0153,-0.0841,0.6636,0.3889,181,12.72,181,12.82,440.04,440.07,11.3,1907,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,13.190000000000001,0.08000000000000007,13.176801998290413,0.15445183585852593,67.51928783998069,-0.010928268124135693,712320.9735028369
1008,SPY,2023-08-25,SPY,2023-10-20,438.0,C,11.56,12.67,9.79,12.15,1492,32,12.49,231,12.54,440.78,440.8,0.0,440.79,0.1437,0.5915,0.0157,-0.0841,0.6696,0.38,61,12.07,214,12.13,440.04,440.07,10.941,2536,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,12.515,0.049999999999998934,12.502477407778963,0.15265749166244677,67.99516146420346,-0.008642552843279777,1849336.7930173185
1010,SPY,2023-08-25,SPY,2023-10-20,439.0,C,11.18,12.24,9.28,11.38,710,50,11.82,150,11.86,440.78,440.8,0.0,440.79,0.142,0.5764,0.016,-0.0839,0.6749,0.3707,170,11.41,190,11.47,440.04,440.07,10.5747,1801,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,11.84,0.03999999999999915,11.828152817267512,0.15066521082022472,68.38974152297595,-0.006362050144554509,2923222.965987288
1012,SPY,2023-08-25,SPY,2023-10-20,440.0,C,10.37,11.6,8.58,10.78,3155,76,11.17,160,11.2,440.78,440.8,0.0,440.79,0.1403,0.5609,0.0163,-0.0836,0.6793,0.3612,169,10.77,191,10.83,440.04,440.07,10.2957,17456,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,11.184999999999999,0.02999999999999936,11.173808214623067,0.1487610282191111,68.69818681134741,-0.004086736307418965,5243823.190185543
1014,SPY,2023-08-25,SPY,2023-10-20,441.0,C,9.9,10.96,8.02,10.1,726,20,10.54,150,10.57,440.78,440.8,0.0,440.79,0.1387,0.5449,0.0165,-0.0831,0.6828,0.3514,336,10.14,190,10.2,440.04,440.07,9.5946,3236,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,10.555,0.030000000000001137,10.54443859681238,0.14700824325057252,68.91195750801961,-0.0018165877728798824,5276508.763985268
1016,SPY,2023-08-25,SPY,2023-10-20,442.0,C,9.42,10.28,7.61,9.62,1713,144,9.91,151,9.95,440.78,440.8,0.0,440.79,0.1371,0.5285,0.0168,-0.0826,0.6853,0.3414,117,9.54,192,9.59,440.04,440.07,8.8388,5939,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,9.93,0.03999999999999915,9.920063975968445,0.14510852779192904,69.02297110763048,0.0004484188579721869,2977606.587828122
1018,SPY,2023-08-25,SPY,2023-10-20,443.0,C,8.81,9.56,7.17,8.9,591,36,9.31,150,9.35,440.78,440.8,0.0,440.79,0.1355,0.5118,0.017,-0.0819,0.6867,0.3309,149,8.94,190,9.0,440.04,440.07,8.2413,5562,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,9.33,0.03999999999999915,9.320664339958268,0.14334385029210858,69.02348683984212,0.002708306825409747,2977651.0847062888
1020,SPY,2023-08-25,SPY,2023-10-20,444.0,C,8.16,9.0,6.5,8.35,1057,187,8.72,150,8.75,440.78,440.8,0.0,440.79,0.1339,0.4946,0.0172,-0.081,0.6869,0.3201,56,8.38,198,8.43,440.04,440.07,7.8002,4926,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,8.735,0.02999999999999936,8.726259700914841,0.14141667498470295,68.90536849154937,0.004963099212498911,5275499.785507118
1022,SPY,2023-08-25,SPY,2023-10-20,445.0,C,7.64,8.5,6.08,7.82,2744,46,8.16,165,8.19,440.78,440.8,0.0,440.79,0.1323,0.4771,0.0174,-0.08,0.6859,0.3092,343,7.82,215,7.87,440.04,440.07,7.3368,30554,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,8.175,0.02999999999999936,8.166820040638676,0.1397541842263063,68.66236456267448,0.0072128189465144165,5238355.89704202
1024,SPY,2023-08-25,SPY,2023-10-20,446.0,C,7.14,7.92,5.73,7.26,615,187,7.61,367,7.65,440.78,440.8,0.0,440.79,0.1308,0.4593,0.0176,-0.0789,0.6837,0.2981,125,7.3,127,7.33,440.04,440.07,6.8148,4165,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,7.630000000000001,0.040000000000000036,7.622365371262764,0.13805968187691842,68.28706042130428,0.009457488800338098,2914451.638114283
1026,SPY,2023-08-25,SPY,2023-10-20,447.0,C,6.66,7.12,5.31,6.73,604,305,7.08,150,7.11,440.78,440.8,0.0,440.79,0.1293,0.4412,0.0177,-0.0775,0.6801,0.2866,426,6.76,206,6.82,440.04,440.07,6.4704,872,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,7.095000000000001,0.03000000000000025,7.087900695820355,0.13625190269396886,67.77029624310717,0.01169713139384291,5103125.614309366
1028,SPY,2023-08-25,SPY,2023-10-20,448.0,C,6.17,6.6,4.9,6.2,661,210,6.57,23,6.6,440.78,440.8,0.0,440.79,0.1279,0.4229,0.0177,-0.0761,0.675,0.2748,429,6.27,347,6.33,440.04,440.07,5.9339,4300,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,6.585,0.02999999999999936,6.578411005211703,0.13454392269715748,67.10951913109177,0.013931769195259286,5004097.28667396
1030,SPY,2023-08-25,SPY,2023-10-20,449.0,C,5.73,6.23,4.44,5.86,760,81,6.1,367,6.13,440.78,440.8,0.0,440.79,0.1265,0.4045,0.0177,-0.0746,0.6686,0.2632,433,5.8,348,5.86,440.04,440.07,5.6182,2747,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,6.115,0.03000000000000025,6.108881290337064,0.1331579687481945,66.3128895580965,0.016161424522528466,4885999.246160257
1032,SPY,2023-08-25,SPY,2023-10-20,450.0,C,5.17,6.0,4.07,5.37,4539,426,5.63,553,5.66,440.78,440.8,0.0,440.79,0.1251,0.3858,0.0177,-0.0728,0.6607,0.2514,432,5.36,196,5.4,440.04,440.07,4.8098,35528,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,5.645,0.03000000000000025,5.639351575462424,0.1314902501508366,65.35230623432984,0.01838611954463966,4745471.033495063
1034,SPY,2023-08-25,SPY,2023-10-20,451.0,C,4.75,5.29,3.67,4.99,845,226,5.18,150,5.21,440.78,440.8,0.0,440.79,0.1238,0.3672,0.0176,-0.071,0.6512,0.2393,441,4.93,353,4.98,440.04,440.07,4.2778,830,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,5.195,0.03000000000000025,5.189801848454791,0.12983335232587603,64.2345257234803,0.020605876282952396,4584526.994355982
1036,SPY,2023-08-25,SPY,2023-10-20,452.0,C,4.52,5.09,3.46,4.57,1165,150,4.77,305,4.8,440.78,440.8,0.0,440.79,0.1225,0.3485,0.0175,-0.069,0.6401,0.2273,445,4.52,196,4.57,440.04,440.07,4.2883,4612,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,4.785,0.03000000000000025,4.7802120971811695,0.12849981564541144,62.98893678838809,0.02282071661250528,4408451.286368316
1038,SPY,2023-08-25,SPY,2023-10-20,453.0,C,4.15,4.48,3.07,4.15,2299,305,4.37,150,4.4,440.78,440.8,0.0,440.79,0.1213,0.3294,0.0173,-0.0668,0.6274,0.2151,451,4.14,334,4.19,440.04,440.07,3.9775,1256,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,4.385,0.03000000000000025,4.380612339841051,0.12702038079752664,61.577893370403395,0.02503066226330816,4213152.168818563
1040,SPY,2023-08-25,SPY,2023-10-20,454.0,C,3.66,4.1,2.87,3.81,906,305,4.0,202,4.03,440.78,440.8,0.0,440.79,0.1201,0.3112,0.017,-0.0646,0.6138,0.2033,451,3.79,338,3.83,440.04,440.07,3.4944,5279,,56,2M,0.15342465753424658,1.0010016088661953,441.801843296698,4.015000000000001,0.03000000000000025,4.010982564301441,0.12571490829622212,60.03959787998578,0.02723573482162217,4005281.459544814
